demo,T,success,ted,sal,jerk,path_len
demo_133,94,1.0,0.05271348065928768,26.20745007639036,13.148440286178932,0.9604207356336555
demo_134,69,0.0,0.002148274224837246,27.467344289200597,9.67820802613133,0.5383308119863008
demo_135,95,1.0,0.05808358774365548,28.136570354349484,9.836856304531597,1.0712749312239833
demo_136,61,0.0,0.018303730939899236,25.038286621812073,9.289210532120968,0.6019149965995697
demo_137,96,1.0,0.048790620393970544,38.78407385047705,11.918256644645245,0.9719761027762769
demo_138,55,0.0,0.0021300853609515485,24.245494005827435,14.08281226528497,0.4189835181100976
demo_139,82,1.0,0.0233422948975002,18.246716225052673,10.13316502016338,0.8452182279059278
demo_14,100,0.0,0.011116320808808046,33.643190618786974,16.287596354167167,0.7158407556881461
demo_140,103,0.0,0.07464336879306273,40.66786458029598,11.211535590108893,0.8662725643402882
demo_141,126,1.0,0.03308509396984649,26.912191509791352,10.863304640700925,1.4217255720015711
demo_142,76,0.0,0.04444504950868035,28.432434176422536,7.912649151629678,0.5419342092362841
demo_143,93,1.0,0.05960113255890066,26.55183969305925,7.8101901550387005,0.9391998695181494
demo_144,81,0.0,0.042870482159026294,27.421459468544363,8.676953812955727,0.6562158387533956
demo_145,88,1.0,0.03820751125562005,23.89202664701172,15.053992358730031,0.8048330476421195
demo_146,90,0.0,0.18744021268040945,25.63241915097946,10.395325805787495,0.6755445405159733
demo_147,91,1.0,0.036906435086427575,23.9971176753247,10.15221405585184,1.0335455798309479
demo_148,67,0.0,0.03830119879185356,22.702906427191692,10.286097434289578,0.6452605437940877
demo_149,118,1.0,0.005632800562025862,26.129009500938675,8.82723045588957,1.324224903640192
demo_15,121,1.0,0.09834535984078938,39.47955410790199,12.677961719884527,1.0634130156464958
demo_150,79,0.0,0.057234238432513795,27.776069453383275,9.63011135760695,0.7450185974011412
demo_151,119,1.0,0.032266541798368784,32.23497227360321,10.101308759028031,1.2228449471732357
demo_152,89,0.0,0.020896312594222533,31.464827301187658,10.796634931647672,0.7562388213253772
demo_153,101,1.0,0.005550911881866174,28.626933777298703,11.820253236348957,1.1337112786565533
demo_154,93,0.0,0.015939774546474213,29.504756579552897,10.534808750439483,0.7400340969003188
demo_155,103,1.0,0.012631576093929214,22.43135107423883,9.14139826309127,1.1625413529539945
demo_156,63,0.0,0.05268796102511227,29.091178058033186,10.015083475239523,0.47216987366012025
demo_157,81,1.0,0.028971742298567225,28.943391500264312,14.836671860079699,0.811694866404304
demo_158,73,0.0,0.02599875438090498,32.40579448795706,9.521928928247789,0.5732933127845671
demo_159,92,1.0,0.08147232488740087,27.719684992880243,11.142448299543801,0.9585600405720277
demo_16,101,0.0,0.020953727137545324,42.26189000068633,10.198658654835604,0.7401518545356517
demo_160,73,0.0,0.06377629552229702,23.25128838310457,8.598970258134182,0.5998415338921106
demo_161,91,1.0,0.05147267512374495,23.595463172724237,10.277234753556385,1.0042244264728604
demo_162,92,0.0,0.016228596912875978,38.13349520654347,11.155941175732757,0.7356286711869371
demo_163,115,1.0,0.04551109682648959,24.63012644377839,9.98249702497888,1.2788273748141261
demo_164,67,0.0,0.025120399511346873,26.69913432942816,8.746445373766733,0.5728302486357066
demo_165,105,1.0,0.0473382377682551,39.985062868229946,21.281242846292095,1.1174627520356828
demo_166,90,0.0,0.0024219671750049447,25.523668512541384,14.425291283789475,0.7431305210371979
demo_167,114,1.0,0.0238720021595409,52.39781644231539,12.229582947934293,1.1462377385598421
demo_168,81,0.0,0.12145205465301179,32.87995911650248,8.279749954043101,0.6427303272259084
demo_169,97,1.0,0.02351241804382097,35.03034248975768,10.292155822752381,0.8798106191270302
demo_17,121,1.0,0.04469016065818752,40.498904359867055,9.010296683325324,1.1980959476882038
demo_170,64,0.0,0.002686819595818615,29.136339461889403,10.451566628155863,0.5125443449265092
demo_171,110,1.0,0.018566729901478927,30.09390546544195,14.70224026187022,1.0541454510697739
demo_172,74,0.0,0.0021865868579450153,27.411475774031157,9.789178816023675,0.5610567962897458
demo_173,95,1.0,0.019676748699718714,25.93869550229645,11.155403708242995,1.0830539312535143
demo_174,82,0.0,0.0029519702932599002,35.50345604900562,9.305454995737925,0.7111773150533566
demo_175,130,1.0,0.06049487567186186,47.875354734563764,16.45068399908069,1.3374808274688743
demo_176,68,0.0,0.017569148249194033,28.517692493109887,9.729693304657633,0.5264297537346524
demo_177,99,1.0,0.037815358332956565,36.95959765526741,9.741453845361946,0.9966978214768282
demo_178,68,0.0,0.002426795127310756,18.561577287086205,9.348960809649576,0.647862414748554
demo_179,115,1.0,0.08788872425466059,42.19527326917062,22.0601469513397,1.2339855684410121
demo_18,84,0.0,0.08866513597166276,35.59028851444383,7.918252357543045,0.5366012525824865
demo_180,91,0.0,0.0027959474877306515,24.8848000212293,8.059252290008994,0.761576260130276
demo_181,127,1.0,0.004613000816455832,31.4363524091537,10.3789606540813,1.2976552502846812
demo_182,74,0.0,0.047630693134211255,25.154356899116497,9.077466770897749,0.5676730067712571
demo_183,86,1.0,0.055739080186455466,26.77872210816163,12.452866289721124,0.8090220752821159
demo_184,58,0.0,0.002375898837623687,23.87677699309333,14.397127448686522,0.4799663610526252
demo_185,93,1.0,0.03348333638352532,28.984745004014552,9.691590904141842,0.9056710772617593
demo_186,76,0.0,0.017429890511868856,18.692565739941525,10.425783416166594,0.6069386554351325
demo_187,109,1.0,0.01380338019114761,41.93945351160886,10.715414105447815,1.140823320625417
demo_188,67,0.0,0.035218749483277544,21.959100079335677,9.372400683536764,0.568361114697739
demo_189,86,1.0,0.038938380175797406,34.379427150112,20.35557583066003,0.8373691599870602
demo_19,103,1.0,0.045637440382768624,31.605702839880585,8.944972513172724,0.8015038459910889
demo_190,67,0.0,0.0023328055405789664,29.237111565112,10.155963479021146,0.548879632288688
demo_191,89,1.0,0.04341683046165516,26.296276769687598,15.394132903709759,0.800097648312567
demo_192,75,0.0,0.0026465271985951426,21.403948230446353,8.613200882595654,0.7035448321187693
demo_193,107,1.0,0.0342029165692185,23.1000698974665,8.822797361070965,1.1240911214093645
demo_194,82,0.0,0.03427243382903812,25.95488529478439,9.269842137276754,0.6821993554957952
demo_195,100,1.0,0.01672975872695182,19.020191067256334,10.876195904112066,1.0409739379808658
demo_196,83,0.0,0.01158037645401896,28.28524187208718,10.237292838548584,0.7561714288097987
demo_197,103,1.0,0.018986073614511753,28.78258893143204,10.00223253137018,1.1723661815275912
demo_198,64,0.0,0.0609325704657148,22.47613857209769,8.931423678830384,0.5199296080109802
demo_199,88,1.0,0.043080410706794685,28.569350490429592,12.198157567638244,0.8739246256274609
demo_2,94,0.0,0.008731322388415154,38.8038833091933,7.353742847212543,0.5105229166223778
demo_20,100,0.0,0.019224258531116166,25.973335195080264,12.860861846288653,0.7466725156984384
demo_21,100,1.0,0.042552289880028654,38.12401716674607,12.253798840808303,0.9973484044634795
demo_22,97,0.0,0.002703387613264729,25.70140962178166,7.234409712041203,0.655150164961875
demo_23,103,1.0,0.05359304753338256,27.39875467034171,10.581559654453349,1.0927782686867984
demo_24,107,0.0,0.019485546658902994,34.20168356073438,12.540545012358718,0.8555499292795626
demo_25,129,1.0,0.020219456860789485,41.99878999935906,9.72709779900506,1.366884915847891
demo_26,103,0.0,0.01913045508482615,21.547027270937992,9.137664592635584,0.8801422869492128
demo_27,130,1.0,0.1138192523634791,34.54279235339143,8.073264878715916,1.209767897703796
demo_28,99,0.0,0.017398036514690646,25.786161586788072,10.988235238140179,0.8383232030165613
demo_29,128,1.0,0.03983594455877245,43.309417399577356,18.464441856633435,1.1049622109239423
demo_3,115,1.0,0.053700685210951046,43.20941841831838,7.328215866228082,0.9131667571216349
demo_30,100,0.0,0.004011185797956738,24.910865488042496,7.651430195574511,0.7502912610754304
demo_31,145,1.0,0.021703400500415256,35.06297247201452,8.821848536390503,1.5227926334682604
demo_32,98,0.0,0.0030009510863901264,30.818603433847912,8.803893165941865,0.6600498595454203
demo_33,107,1.0,0.04539950444836891,29.714704026567148,7.785197801154485,1.0785914007746906
demo_34,122,0.0,0.16251714543181403,30.174857142919638,9.851730399985051,0.8011480987887573
demo_35,112,1.0,0.004228558158463692,27.40147786802122,9.580517801310055,0.9777350872623671
demo_36,120,0.0,0.016967008235633314,44.89674495084262,13.457566686151893,0.7691148287887937
demo_37,98,1.0,0.035428003134507474,42.015218679177984,11.688626634581253,0.9690142082905983
demo_38,88,0.0,0.0029193139600548344,31.653357295259816,7.802497641252611,0.7120480239516808
demo_39,133,1.0,0.012938264687694748,29.482448091355213,8.852028855590747,1.356648183712001
demo_4,96,0.0,0.002006406718758223,26.687949430158078,6.737392761010714,0.4977822446730493
demo_40,102,0.0,0.06460623714342739,25.357153994180372,11.267877312844899,0.7364423403648351
demo_41,117,1.0,0.12913514709158075,36.49200567652715,11.895761424888224,1.0473844777002843
demo_42,103,0.0,0.009900105251094969,26.224066689699075,10.643817552540439,0.767228003412627
demo_43,107,1.0,0.01855824264746702,41.44543494731538,10.090928052313568,1.0224461589910023
demo_44,86,0.0,0.018694024924844812,25.593772908871344,8.26793092218391,0.6707655703430978
demo_45,111,1.0,0.017932924574400686,42.005567154072466,9.699963299373323,1.0496374980575522
demo_46,122,0.0,0.010187605140652093,38.512100505944616,10.370524399552266,0.8298149462262837
demo_47,118,1.0,0.014991136201305403,28.093371997487406,12.409131353512986,1.0282408488742991
demo_48,117,0.0,0.003784679009355621,28.672499148383718,10.829494225744535,0.8589318077963857
demo_49,136,1.0,0.019573942013089388,32.65131040068058,9.166859322924163,1.393600056470464
demo_5,115,1.0,0.05129834761643754,33.35749453954029,8.590184502333015,0.9474555417706425
demo_50,112,0.0,0.04641121274709651,38.25937882507691,10.850055432662586,0.8349713902140921
demo_51,130,1.0,0.0871716080072696,55.56666578875744,15.970996930910918,1.3624853067225895
demo_52,94,0.0,0.0031300287563725744,30.33173697388825,12.068179378727379,0.749233690559171
demo_53,118,1.0,0.012588123531476389,38.229170101887924,11.546213870871338,1.1649396437883262
demo_54,95,0.0,0.06773127461476258,43.10467140226177,8.579311183286094,0.5714754907102162
demo_55,108,1.0,0.05919591243211229,31.763377246105346,8.459413105264531,0.8888137966354799
demo_56,99,0.0,0.01042856925473481,37.972334180330314,9.363256777548273,0.7302366708265461
demo_57,115,1.0,0.01084235418148922,42.25867236352498,9.606141893445452,1.1565756791386808
demo_58,88,0.0,0.10168273045595719,29.862409099749694,7.937830000102498,0.5503069598309959
demo_59,91,1.0,0.05307088191965953,33.55415209078936,10.40978685831563,0.7659212707840231
demo_6,114,0.0,0.010642474680554861,28.203739553358847,8.271146108306782,0.7640425581509205
demo_60,129,0.0,0.053249262962579466,43.32928346217254,10.478357400865745,0.9244545378913455
demo_61,130,1.0,0.024634491325550525,38.37154577100016,11.462140963336342,1.294874069781844
demo_62,80,0.0,0.017998662353270602,20.147715058247165,7.486925704787609,0.535408957712
demo_63,98,1.0,0.028448506670050576,28.447295677027398,14.295026705331278,0.8336230966835034
demo_64,95,0.0,0.07668067670985845,21.34929919760244,8.48920506243525,0.765067854506685
demo_65,138,1.0,0.02201789236259811,35.4834128053203,10.255823823526839,1.449599383923554
demo_66,109,0.0,0.011891396632551746,22.876843809268582,8.601133146762832,0.8607589322341448
demo_67,144,1.0,0.09507004502389252,36.637116396011905,8.86697380642172,1.4696798881739555
demo_68,99,0.0,0.09666619204363151,37.67241631076989,11.032465734303704,0.7740867958777478
demo_69,118,1.0,0.019484119858995275,23.165709981815933,8.727545342031053,1.2302255994040676
demo_7,124,1.0,0.03883355361483059,32.27050697367389,19.4796770889224,1.0077848341064475
demo_70,71,0.0,0.01901687653703952,31.774629919469277,9.971548907763216,0.5379345130324164
demo_71,91,1.0,0.0662602073870857,30.934658592620742,10.295318210199174,0.8382699489074515
demo_72,89,0.0,0.0029700293119517963,28.970959091911585,10.465763304191173,0.7942080693526559
demo_73,129,1.0,0.04418084444073132,29.328104358876004,7.635821050704292,1.3301712669804464
demo_74,101,0.0,0.01928524776780195,36.76734115418771,8.70944398122271,0.8705780060066988
demo_75,145,1.0,0.020453950047119415,29.800933755916958,8.118762171264793,1.5212514589101283
demo_76,101,0.0,0.0173749881703177,37.31371144158501,10.47964271659035,0.6881418080288345
demo_77,107,1.0,0.08584109005752044,28.035740936804203,8.631414316564157,0.9833988744951172
demo_78,80,0.0,0.019475302924180454,22.339907655196495,9.398568059456288,0.6099489867050913
demo_79,92,1.0,0.04468132275622682,22.402270451280874,9.558974053328349,0.9150529479016821
demo_8,100,0.0,0.004056180655493979,27.781832097265415,8.311914320313305,0.8213537158699106
demo_80,96,0.0,0.0031378267769127917,30.477890396351533,7.1139931995461305,0.714419669347767
demo_81,121,1.0,0.12400668792625993,24.699364555313874,8.123262646087879,1.2165444369803242
demo_82,82,0.0,0.07756912679865467,26.69091745919671,7.32048845698428,0.5415047190198755
demo_83,109,1.0,0.05511119143818995,41.34793379474508,11.27786566578603,1.0237823896932339
demo_84,83,0.0,0.011240932023789814,31.27573789852196,7.335985997750777,0.6035466975191749
demo_85,123,1.0,0.06433236699506102,27.297822744445508,13.114050297506658,1.2618978337948508
demo_86,73,0.0,0.0763137438349401,29.120211045622877,9.689756351169008,0.45536816011605014
demo_87,91,1.0,0.040520956392439515,24.171661326599082,11.396821074996625,0.8226367527358871
demo_88,83,0.0,0.07160038411772782,31.996106587166487,8.563108221797757,0.6079583850760683
demo_89,95,1.0,0.050562432716202546,22.7364767088934,10.111951412474896,0.8507125556500648
demo_9,130,1.0,0.019884042559105634,51.28059891018455,7.437080664622203,1.2781292828249946
demo_90,74,0.0,0.046075327943784015,25.033955228775735,10.127270256079356,0.48855548072907173
demo_91,89,1.0,0.03627667200856143,29.567169803463507,23.006218025818562,0.7998713551801561
demo_92,66,0.0,0.042072042883817655,19.675784616451736,11.552463943524897,0.4190110779477428
demo_93,90,1.0,0.08260355276724579,32.69728127940243,10.590194476152874,0.7675018106850316
demo_94,86,0.0,0.00208722173787685,28.52789664479813,11.132724326190777,0.5796043590627348
demo_95,105,1.0,0.04664003523582847,45.240140790784075,13.056069402426068,0.8699526100502414
demo_96,82,0.0,0.08445356078097936,20.561823034007876,11.133267656868318,0.6438874429500782
demo_97,89,1.0,0.03913619688224911,25.75821134115914,11.36885274887809,0.8541592814641605
demo_98,98,0.0,0.015642645220579274,22.956267459279207,10.041207113315155,0.8276264069207461
demo_99,121,1.0,0.020455818758365298,37.915361896129866,9.839031112537969,1.2179252382674959
